# x, y, z
-5.487664165271296746e+00,-9.578912928501329138e-02
-5.481622645394811144e+00,-1.434763580893253232e-01
-5.476666336390568546e+00,-1.911178926519499499e-01
-5.474792903820190126e+00,-2.388364907745376409e-01
-5.469008506517978319e+00,-2.863539447526482484e-01
-5.468800843099430153e+00,-3.341546674069273970e-01
-5.465681229678364339e+00,-3.817992912205007694e-01
-5.428251205228544762e+00,-4.267501872609669178e-01
-5.427314610005288031e+00,-4.742990883860703777e-01
-5.425463871017476514e+00,-5.218162119329943227e-01
-5.420710545592163143e+00,-5.690760543705511987e-01
-5.418526104276140565e+00,-6.166318678963244038e-01
-5.415428247271133699e+00,-6.641319712563460431e-01
-5.412409760016427818e+00,-7.116900993381930496e-01
-5.406002293475128617e+00,-7.588289733258378744e-01
-5.401162225338064893e+00,-8.062054580589602670e-01
-5.364793833480441698e+00,-8.486335595653790032e-01
-5.339934277508243454e+00,-8.924675252592662034e-01
-5.331954196339417251e+00,-9.389679546653124653e-01
-5.361425958682525916e+00,-9.924043951890785253e-01
-inf,-inf
-inf,-inf
-inf,-inf
-5.146374104539387595e+00,-1.139418101917597737e+00
-5.136249347229553841e+00,-1.184222393782123461e+00
-5.131569216550014190e+00,-1.230335666544775775e+00
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-3.971806635958982312e+00,-1.443546545114526625e+00
-3.959076181692257723e+00,-1.478103639437013728e+00
-3.961919073029210203e+00,-1.518633108337734905e+00
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-1.849641999105709811e+00,-1.023631194282321077e+00
-1.840651435623851695e+00,-1.039710844080925733e+00
-1.795566363436954305e+00,-1.034986784922392600e+00
-1.786478896119650717e+00,-1.050594766876988384e+00
-1.738237564930265044e+00,-1.042717107763716511e+00
-1.720554651303519256e+00,-1.052606541067789170e+00
-1.711316486679550719e+00,-1.067560171999512475e+00
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-2.419518341483481993e+00,-3.510465078417499996e+00
-2.388834876717268685e+00,-3.531416430179675103e+00
-inf,-inf
-inf,-inf
-inf,-inf
-5.026784830865392628e+00,-8.019829309447326082e+00
-4.956705966656991258e+00,-8.063330195929953703e+00
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-3.086382123836637792e+00,-5.548909614732896678e+00
-3.037909518704609901e+00,-5.575594881533042724e+00
-2.977436708399365806e+00,-5.579800351179446949e+00
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-inf,-inf
-2.837651272655804524e-01,-8.432866783225042573e-01
-2.764056158939939833e-01,-8.457275003158615245e-01
-2.675888980226480141e-01,-8.435764131215319761e-01
-2.594923708442646859e-01,-8.434867792973158585e-01
-2.524177357254739351e-01,-8.466743773749341173e-01
-2.450298928877844562e-01,-8.488418970594042712e-01
-2.368165815426758192e-01,-8.480555344169040666e-01
-2.271374470889795105e-01,-8.416392562385072162e-01
-2.197944422256054853e-01,-8.435866645926436425e-01
-2.112163083878593750e-01,-8.406207449720672908e-01
-2.032359150486757471e-01,-8.397566323412601896e-01
-1.948898508303067434e-01,-8.371130034047747914e-01
-1.875875140161721855e-01,-8.387795652084366615e-01
-1.795892780516497589e-01,-8.372047140898672968e-01
-1.717836965577382025e-01,-8.362890695285751796e-01
-1.644894171980433306e-01,-8.377543063726137218e-01
-1.564462105842436279e-01,-8.352242906606553996e-01
-1.484157658730521634e-01,-8.323719105898572668e-01
-1.407391340578473815e-01,-8.311687477890548070e-01
-1.334906540202998593e-01,-8.323636443561255316e-01
-1.254084556840907305e-01,-8.280573224770251262e-01
-1.175879150311593541e-01,-8.249112811047017990e-01
-1.103948441315169698e-01,-8.259046663170959146e-01
-1.029766627559646486e-01,-8.250988102154200865e-01
-9.546573561227485183e-02,-8.232331866091983086e-01
-8.812832966873779261e-02,-8.225423796505654250e-01
-8.095702093402663835e-02,-8.232791322345686114e-01
-7.331133686111762637e-02,-8.187243075585166618e-01
-6.565058986455128698e-02,-8.128531751000169780e-01
-5.856457022767593695e-02,-8.133944156027811401e-01
-5.131630401128239871e-02,-8.113788726200269474e-01
-4.397157525975840808e-02,-8.068026685830546052e-01
-3.680195422818294260e-02,-8.041583349568691697e-01
-2.979280031093950107e-02,-8.044485070936796545e-01
-2.278138386319627368e-02,-8.046775876491746304e-01
-1.572906093950272172e-02,-8.028459090990844871e-01
-8.732144185538340611e-03,-8.029524934721212759e-01
-1.733484319180625703e-03,-8.024981372804474988e-01
5.256593054148538460e-03,-8.019827591967959579e-01
1.223373980842787714e-02,-8.011565811656533587e-01
1.921487330675067384e-02,-8.010195506843412749e-01
2.622724121706774408e-02,-8.018212011995474731e-01
3.324468333286038912e-02,-8.023115031864319624e-01
4.023508347383469852e-02,-8.019913311084027052e-01
4.725183320294542438e-02,-8.021094120473962752e-01
5.417243665024319699e-02,-8.006694776334666308e-01
6.105248500713542775e-02,-7.989206005662840004e-01
6.801227957738048557e-02,-7.983582289683164301e-01
7.501369255593047514e-02,-7.982330582671953723e-01
8.189028864941631791e-02,-7.968029738254802652e-01
8.883083814130719735e-02,-7.960590937030532777e-01
9.594397741410373714e-02,-7.967440106486115559e-01
1.030757863550786774e-01,-7.973652955019782107e-01
1.100204317058214032e-01,-7.964367751497537506e-01
1.168839841872129914e-01,-7.949530670904931817e-01
1.241922955752363250e-01,-7.963744499265500432e-01
1.312901916035292826e-01,-7.962486141738126522e-01
1.382240344158770506e-01,-7.950742646412390924e-01
1.453272490477162115e-01,-7.948232735317869446e-01
1.532844726302867999e-01,-7.989280940757281790e-01
1.602408303524013866e-01,-7.975619758620602351e-01
1.682125842607618549e-01,-8.010285560545058470e-01
inf,-inf
1.693515259072317647e-01,-7.419171291746966546e-01
1.758104572561196566e-01,-7.404131610184446766e-01
1.767476412131935015e-01,-7.165223202602825081e-01
1.792657875142663060e-01,-7.004232741330437273e-01
1.853627484031994954e-01,-6.988344847134942972e-01
1.897244737619784016e-01,-6.909246351857691870e-01
1.946455136002830932e-01,-6.853972133446670778e-01
2.006109474166238027e-01,-6.836749694130667132e-01
2.065611463982935381e-01,-6.819008057070879980e-01
2.126447854079869526e-01,-6.805521247919378292e-01
2.178009494130993540e-01,-6.762935746738208964e-01
2.236861712534006508e-01,-6.743698907130541986e-01
2.285851334875093899e-01,-6.695558675416971584e-01
inf,-inf
2.269777515016797031e-01,-6.287872125060658401e-01
2.324486354987069237e-01,-6.267853620998945496e-01
2.373680518894592251e-01,-6.233341015998532519e-01
2.447930524627983107e-01,-6.263646148261611257e-01
2.502421485107925170e-01,-6.242076067696403774e-01
2.575731476209408566e-01,-6.266277495825796073e-01
2.645769641100520486e-01,-6.280456226339637960e-01
2.722192809604745412e-01,-6.307659082177985432e-01
2.777056902308170927e-01,-6.283697299439936490e-01
3.021315164435234291e-01,-6.678364456292896767e-01
3.079398373638424502e-01,-6.651781925947034546e-01
3.171487881216560334e-01,-6.696996649590444273e-01
3.229727756561971974e-01,-6.669104746802400063e-01
3.314343514827571835e-01,-6.694477121566980715e-01
3.406416982387211467e-01,-6.732261440019630117e-01
3.464955248668212806e-01,-6.702320932288887700e-01
3.562922358481845908e-01,-6.747035349973985463e-01
3.661928625919719793e-01,-6.790545074903943101e-01
3.708907541608891800e-01,-6.736475628576746866e-01
3.767471046112254585e-01,-6.703898937433172556e-01
3.780973734485276738e-01,-6.592741172649470016e-01
3.823131025113141179e-01,-6.533649330091056973e-01
3.879922683154063412e-01,-6.500084951485523010e-01
3.941619650233965655e-01,-6.474568479111094677e-01
4.005803405878855528e-01,-6.452717887031559352e-01
4.075253098541775088e-01,-6.438688988372931465e-01
4.131207660934426151e-01,-6.402931123197085350e-01
4.206079337302514598e-01,-6.395930190002737659e-01
4.322894882325395982e-01,-6.450411053792325378e-01
4.378942192242312736e-01,-6.412494694229493586e-01
4.825866476336069799e-01,-6.936390818552868875e-01
4.886129709396567766e-01,-6.894072910702430113e-01
4.998701070910064326e-01,-6.924202689114684617e-01
5.058851529030031768e-01,-6.880379094460635780e-01
inf,-inf
inf,-inf
5.733695769329398839e-01,-7.385609878041006215e-01
5.797839205193880963e-01,-7.335363726261944217e-01
5.960279493951389229e-01,-7.407268277482216279e-01
6.075296647542179906e-01,-7.416935264853889986e-01
6.139700094363550464e-01,-7.363711077299456287e-01
6.266725170558569147e-01,-7.384265985627501694e-01
6.378228120986895178e-01,-7.384241190738091154e-01
6.442335155965123183e-01,-7.328378378915555436e-01
6.555960221440624291e-01,-7.327854129164246277e-01
6.681843133191162076e-01,-7.338841786222725094e-01
6.772729133503389010e-01,-7.309676335192354379e-01
inf,-inf
inf,-inf
inf,-inf
5.152111590106966954e-01,-5.185734959421101076e-01
5.197106521796329703e-01,-5.140640495831113599e-01
5.137732953656801715e-01,-4.994088789958959773e-01
5.134056382723507506e-01,-4.904228992617148952e-01
5.165662726030474383e-01,-4.849036762062477468e-01
5.207723020768859623e-01,-4.803836993267778244e-01
5.282728826974418812e-01,-4.788494134136170310e-01
5.402664900306372031e-01,-4.812113767041567569e-01
5.444394434105626068e-01,-4.764850068767444990e-01
5.595651896727257268e-01,-4.811764360524454220e-01
5.725216280869936947e-01,-4.837036286285771869e-01
5.851792345872951495e-01,-4.857216635488249001e-01
5.893897870198336886e-01,-4.806037348892800987e-01
6.017506379991726106e-01,-4.820137055250581226e-01
6.141801534288690023e-01,-4.832442041171575720e-01
6.183680150950269239e-01,-4.778736439543101455e-01
6.324659111921504540e-01,-4.800238724556967207e-01
6.470483077547318773e-01,-4.822628509607040925e-01
6.512263694782168821e-01,-4.766059018531239033e-01
6.663181914906792791e-01,-4.787905014651429592e-01
6.827223847355331499e-01,-4.816122907154739563e-01
6.992254292045610997e-01,-4.841838783614105801e-01
7.034182503046733093e-01,-4.780721640607326073e-01
7.204525966453261265e-01,-4.805247654448553951e-01
7.375821287316213226e-01,-4.827161313481215243e-01
7.417607028529001889e-01,-4.762702171993734579e-01
