#timestamp, acel_linear, vel_angular
12.7297,8.70212,0.229212
12.74,8.70212,0.229212
12.7532,10.1382,0.179449
12.7572,6.9725,0.0645136
12.7694,6.9725,0.0645136
12.7788,6.9725,0.0645136
12.7863,9.85367,0.163887
12.7978,9.85367,0.163887
12.8114,11.2916,0.0736274
12.8347,8.71375,0.0832226
12.837,8.71375,0.0832226
12.8506,8.71375,0.0832226
12.8583,8.71375,0.0832226
12.8708,6.53335,0.32649
12.8761,6.53335,0.32649
12.8868,6.53335,0.32649
12.9026,6.53335,0.32649
12.9062,12.7491,0.19382
12.9135,12.7491,0.19382
12.9261,9.27849,0.0981275
12.9352,9.27849,0.0981275
12.9456,8.10317,0.0141774
12.9603,8.10317,0.0141774
12.971,9.07092,0.106038
12.9827,9.07092,0.106038
12.9843,11.26,0.296791
13.002,11.26,0.296791
13.0211,9.46396,0.150818
13.0223,9.46396,0.150818
13.026,9.46396,0.150818
13.0344,9.46396,0.150818
13.0467,10.0584,0.224822
13.0561,10.0584,0.224822
13.0652,12.5192,0.329741
13.0765,12.5192,0.329741
13.0904,9.7966,0.0998899
13.0959,9.7966,0.0998899
13.1046,14.3397,0.317246
13.1144,14.3397,0.317246
13.1261,10.9968,0.255004
13.1352,10.9968,0.255004
13.145,10.9968,0.255004
13.1543,10.9968,0.255004
13.166,9.11485,0.0437493
13.1751,9.11485,0.0437493
13.1838,11.3603,0.0306757
13.1949,11.3603,0.0306757
13.2114,6.52268,0.221463
13.227,9.07399,0.437
13.2401,8.17,0.271273
13.2461,8.17,0.271273
13.2652,8.33704,0.0541202
13.2673,8.33704,0.0541202
13.2744,8.33704,0.0541202
13.2845,9.15719,0.0711407
13.2938,9.15719,0.0711407
13.3045,10.3098,0.457586
13.3163,8.97547,0.556468
13.3238,8.97547,0.556468
13.3344,8.97547,0.556468
13.3439,9.87822,0.283357
13.3551,9.87822,0.283357
13.3635,9.87822,0.283357
13.3751,9.87822,0.283357
13.3943,10.7905,0.0618789
13.4004,10.7905,0.0618789
13.4144,9.26248,0.354799
13.4241,9.26248,0.354799
13.4356,13.8278,0.265302
13.4358,13.8278,0.265302
13.445,7.81466,0.055254
13.4584,7.81466,0.055254
13.4647,7.44578,0.170297
13.4746,7.44578,0.170297
13.4847,9.15088,0.201735
13.499,9.15088,0.201735
13.5049,10.1352,0.0717217
13.5201,10.0626,0.156336
13.529,10.0626,0.156336
13.5358,10.4303,0.210193
13.5444,10.4303,0.210193
13.5564,7.47072,0.561444
13.5645,7.47072,0.561444
13.5761,15.2377,0.535284
13.5876,15.2377,0.535284
13.5935,15.2377,0.535284
13.6119,10.1892,0.255693
13.6346,8.06746,0.0574978
13.644,9.14364,0.0425911
13.6587,9.14364,0.0425911
13.6648,9.14364,0.0425911
13.6755,9.14364,0.0425911
13.6874,11.1734,0.289106
13.6985,11.1734,0.289106
13.7053,10.707,0.17057
13.7165,10.707,0.17057
13.7277,11.0295,0.151361
13.7339,11.0295,0.151361
13.745,7.05652,0.295576
13.7647,9.21155,0.151192
13.7648,9.21155,0.151192
13.7824,9.21155,0.151192
13.7929,9.21155,0.151192
13.7955,9.21155,0.151192
13.8063,5.8758,0.587208
13.8184,5.8758,0.587208
13.8316,9.90634,0.426864
13.8388,9.90634,0.426864
13.8473,10.5773,0.0217486
13.8561,10.5773,0.0217486
13.8637,12.8563,0.320031
13.8748,12.8563,0.320031
13.8911,9.41288,0.212419
13.8951,9.41288,0.212419
13.9049,8.19414,0.261851
13.9155,7.93408,0.0983158
13.927,7.93408,0.0983158
13.9343,7.93408,0.0983158
13.953,11.7923,0.465242
13.9641,11.3575,0.248276
13.9675,11.3575,0.248276
13.9773,11.3575,0.248276
13.9838,6.43282,0.322163
13.9944,6.43282,0.322163
14.0063,6.43282,0.322163
14.0149,9.9261,0.045288
14.035,9.9261,0.045288
14.0351,9.9261,0.045288
14.0458,10.0498,0.0192614
14.0548,10.0498,0.0192614
14.0643,12.7246,0.0600916
14.0752,12.7246,0.0600916
14.088,10.8171,0.238948
14.0947,10.8171,0.238948
14.1043,8.33006,0.397666
14.1144,8.33006,0.397666
14.1242,9.09048,0.16054
14.1367,8.50598,0.0831565
14.1444,8.50598,0.0831565
14.1548,8.50598,0.0831565
14.1636,7.59571,0.16281
14.1758,7.59571,0.16281
14.1855,9.52672,0.473087
14.1964,9.52672,0.473087
14.2078,7.96245,0.522569
14.2163,7.96245,0.522569
14.225,4.14769,0.585778
14.2396,4.14769,0.585778
14.2457,10.4432,0.415338
14.2538,10.4432,0.415338
14.2639,9.97535,0.341428
14.2758,9.97535,0.341428
14.2837,8.28304,0.0859302
14.3034,8.28304,0.0859302
14.3058,3.69045,0.120121
14.3158,3.69045,0.120121
14.3261,3.69045,0.120121
14.3351,3.69045,0.120121
14.3441,17.2912,0.125611
14.3557,17.2912,0.125611
14.3644,11.196,0.459524
14.376,8.69889,0.405706
14.3854,8.69889,0.405706
14.3971,8.69889,0.405706
14.4048,10.0642,0.0887074
14.4158,10.0642,0.0887074
14.4269,7.71164,0.133825
14.4346,7.71164,0.133825
14.4502,12.0187,0.13175
14.4548,12.0187,0.13175
14.469,8.19358,0.0763806
14.4757,8.19358,0.0763806
14.4869,12.2587,0.250841
14.4942,12.2587,0.250841
14.5036,10.9803,0.13604
14.5157,10.9803,0.13604
14.5243,12.0356,0.112645
14.534,12.0356,0.112645
14.546,9.50602,0.343507
14.5538,9.50602,0.343507
14.5637,8.41722,0.480555
14.5739,10.1822,0.474177
14.584,10.1822,0.474177
14.5951,10.1822,0.474177
14.6098,6.95765,0.118296
14.6142,6.95765,0.118296
14.6238,6.95765,0.118296
14.6366,6.95765,0.118296
14.6504,10.2574,0.125304
14.6566,10.2574,0.125304
14.6675,10.2574,0.125304
14.6826,9.17824,0.310081
14.6852,9.17824,0.310081
14.7016,12.2889,0.274264
14.7145,12.2889,0.274264
14.7216,9.50584,0.268585
14.7307,9.50584,0.268585
14.7382,9.25684,0.0794103
14.7455,9.25684,0.0794103
14.7553,9.25684,0.0794103
14.7662,7.7665,0.330657
14.7748,7.7665,0.330657
14.7838,7.67641,0.0362767
14.7941,7.67641,0.0362767
14.8042,9.92374,0.178267
14.8159,10.2846,0.105019
14.8239,10.2846,0.105019
14.8337,10.2846,0.105019
14.844,12.7842,0.203477
14.8555,12.7842,0.203477
14.8662,10.2063,0.0416653
14.8742,10.2063,0.0416653
14.8846,9.13497,0.12313
14.8939,9.13497,0.12313
14.9054,9.13497,0.12313
14.915,9.37125,0.135923
14.9234,9.37125,0.135923
14.9336,9.37125,0.135923
14.9448,8.37623,0.0824621
14.955,8.37623,0.0824621
14.9653,9.92771,0.297684
14.9734,9.92771,0.297684
14.9836,8.79774,0.372372
14.9939,8.79774,0.372372
15.0088,11.6568,0.42323
15.0156,11.6568,0.42323
15.0235,8.62876,0.450383
15.0338,8.62876,0.450383
15.0436,6.88845,0.465698
15.0555,6.88845,0.465698
15.0675,10.0934,0.204517
15.0734,10.0934,0.204517
15.084,9.56069,0.0239374
15.0936,9.56069,0.0239374
15.106,9.88254,0.12672
15.1157,9.88254,0.12672
15.1235,10.4929,0.0797183
15.1335,10.4929,0.0797183
15.1436,9.72096,0.0546809
15.1574,9.72096,0.0546809
15.1634,8.51633,0.0679191
15.175,8.51633,0.0679191
15.1836,8.51633,0.0679191
15.1942,5.73402,0.205597
15.2046,5.73402,0.205597
15.2152,5.73402,0.205597
15.2234,5.73402,0.205597
15.2336,8.45536,0.272885
15.2436,16.019,0.382693
15.2559,16.019,0.382693
15.2636,8.95578,0.471964
15.2737,8.95578,0.471964
15.2846,8.84527,0.232959
15.2953,8.84527,0.232959
15.3044,6.79372,0.231864
15.3136,6.79372,0.231864
15.3237,11.1352,0.188722
15.3335,11.1352,0.188722
15.3439,9.3354,0.0819451
15.3562,9.3354,0.0819451
15.3636,6.33262,0.152135
15.3746,6.33262,0.152135
15.3838,10.383,0.101247
15.3946,10.383,0.101247
15.4047,9.1984,0.0552992
15.4143,9.1984,0.0552992
15.4235,9.1599,0.0945992
15.4341,9.1599,0.0945992
15.4438,9.3434,0.209907
15.4544,9.3434,0.209907
15.4638,9.3434,0.209907
15.4807,9.3434,0.209907
15.4881,9.29358,0.193644
15.4977,8.01036,0.0537122
15.5047,8.01036,0.0537122
15.5148,8.01036,0.0537122
15.5239,8.40539,0.378292
15.5347,8.40539,0.378292
15.5451,7.4986,0.677316
15.5539,7.4986,0.677316
15.5656,10.8793,0.677128
15.5748,10.8793,0.677128
15.5863,8.66696,0.383711
15.5994,8.66696,0.383711
15.6053,6.90638,0.176241
15.6145,6.90638,0.176241
15.6305,10.0307,0.0849117
15.6378,10.0307,0.0849117
15.6459,9.86632,0.170977
15.654,9.86632,0.170977
15.6661,11.2351,0.313544
15.6775,11.2351,0.313544
15.6837,10.601,0.099945
15.6976,10.601,0.099945
15.705,8.91245,0.145585
15.7159,8.91245,0.145585
15.7283,9.09453,0.0512445
15.738,9.09453,0.0512445
15.7436,10.3928,0.0177482
15.7562,10.3928,0.0177482
15.7643,9.16907,0.0234307
15.7827,9.16907,0.0234307
15.7841,9.16907,0.0234307
15.7939,9.16907,0.0234307
15.8041,9.59386,0.0110454
15.8162,9.59386,0.0110454
15.8256,9.6215,0.0123288
15.835,9.6215,0.0123288
15.8437,9.42044,0.00458258
15.8539,9.42044,0.00458258
15.8649,9.81756,0.00860233
15.8745,9.81756,0.00860233
15.8838,9.55942,0.0067082
15.8938,9.55942,0.0067082
15.9056,9.81349,0.00678233
15.917,9.81349,0.00678233
15.9239,9.50142,0.00728011
15.9382,4.62754,0.211057
15.9462,4.62754,0.211057
15.9538,4.62754,0.211057
15.9696,4.62754,0.211057
15.9751,4.62754,0.211057
15.9842,14.8245,0.111633
15.9943,14.8245,0.111633
16.0037,11.1529,0.251462
16.0139,11.1529,0.251462
16.0248,6.38929,0.142482
16.035,6.38929,0.142482
16.0447,7.16461,0.097432
16.0539,7.16461,0.097432
16.0647,7.65656,0.0553624
16.0779,9.94939,0.0775822
16.0839,9.94939,0.0775822
16.0936,9.94939,0.0775822
16.1038,9.09009,0.0540833
16.1148,9.09009,0.0540833
16.1267,9.09009,0.0540833
16.1344,9.09009,0.0540833
16.1435,8.909,0.313626
16.1545,8.909,0.313626
16.1639,8.32453,0.391603
16.1749,8.32453,0.391603
16.1839,8.32453,0.391603
16.1949,8.32453,0.391603
16.2056,15.8904,0.612736
16.2167,12.7579,0.467946
16.2239,12.7579,0.467946
16.2337,12.7579,0.467946
16.2437,9.60682,0.526297
16.2571,11.3692,0.313946
16.266,11.3692,0.313946
16.2765,11.3692,0.313946
16.2872,7.67121,0.0808146
16.2943,7.67121,0.0808146
16.3036,9.6877,0.122552
16.3146,9.6877,0.122552
16.3234,10.3203,0.0990051
16.3365,10.3203,0.0990051
16.344,10.3844,0.0531037
16.3538,10.3844,0.0531037
16.3636,9.40136,0.250046
16.3763,9.40136,0.250046
16.3839,8.62603,0.126143
16.3941,8.62603,0.126143
16.404,12.9463,0.36148
16.4136,12.9463,0.36148
16.4258,11.8469,0.220712
16.4342,11.8469,0.220712
16.4436,7.35414,0.219413
